Gene	MobiDBLite	Coils	interpro	GO	CDD	Gene3D	SUPERFAMILY	ProSiteProfiles	Pfam	SMART	ProSitePatterns	PATHWAY	TIGRFAM	PRINTS	Hamap	PIRSF	SFLD
PNP51107.1	NA	NA	IPR000873	GO:0003824;GO:0008610;GO:0016747;GO:0031177	cd05931;cd04433	G3DSA:3.30.559.10;G3DSA:1.10.1200.10;G3DSA:3.40.50.12780	SSF47336;SSF56801	PS50075	PF00501;PF05141;PF00550;PF02458	SM00823	PS00455	Reactome: R-HSA-389661	NA	NA	NA	NA	NA
PNP54992.1	NA	NA	IPR001114	GO:0004019;GO:0005525;GO:0006164	cd03108	G3DSA:3.90.170.10;G3DSA:3.40.440.10;G3DSA:1.10.300.10	SSF52540	NA	PF00709	SM00788	PS01266;PS00513	KEGG: 00230+6.3.4.4|KEGG: 00250+6.3.4.4|MetaCyc: PWY-7219|Reactome: R-HSA-73817	NA	NA	MF_00011	NA	NA
PNP59093.1	NA	NA	IPR029070	GO:0004553;GO:0005975;GO:0008061	NA	G3DSA:3.20.20.80;G3DSA:3.10.50.10	SSF54556;SSF51445	NA	PF00704	SM00636	PS01095	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	NA	NA	NA	NA
PNP57597.1	mobidb-lite	NA	IPR003848	NA	cd06259	NA	NA	NA	PF02698	NA	NA	NA	NA	NA	NA	NA	NA
PNP60125.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51582.1	mobidb-lite	Coil	IPR036811	NA	NA	G3DSA:1.10.287.20	SSF81531	NA	PF02320	NA	NA	NA	NA	NA	NA	NA	NA
PNP55017.1	mobidb-lite	Coil	NA	NA	NA	G3DSA:1.20.5.430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52951.1	NA	NA	NA	NA	NA	NA	NA	NA	PF13668	NA	NA	NA	NA	NA	NA	NA	NA
PNP55006.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60478.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49760.1	mobidb-lite	NA	IPR003960	GO:0005524;GO:0016787	cd00009	G3DSA:3.40.50.300;G3DSA:1.10.8.60;G3DSA:3.10.330.10;G3DSA:2.40.40.20	SSF52540;SSF54585;SSF50692	NA	PF17862;PF02359;PF02933;PF00004;PF09336	SM00382;SM01073;SM01072	PS00674	Reactome: R-HSA-110320|Reactome: R-HSA-3371511|Reactome: R-HSA-382556|Reactome: R-HSA-532668|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5678895|Reactome: R-HSA-5689877|Reactome: R-HSA-5689896|Reactome: R-HSA-6798695|Reactome: R-HSA-8866654|Reactome: R-HSA-8876725	TIGR01243	NA	NA	NA	NA
PNP60183.1	NA	NA	IPR010730	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA
PNP60374.1	NA	NA	IPR035107	GO:0008033;GO:0000049;GO:0002098;GO:0034227	cd01993	G3DSA:3.40.50.620	SSF52402	NA	PF01171;PF16503	NA	NA	Reactome: R-HSA-6782315	NA	NA	MF_03053	PIRSF004976	NA
PNP55424.1	NA	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	NA	NA	NA	NA	NA	NA	NA
PNP50949.1	NA	NA	IPR005025	GO:0016491	NA	G3DSA:3.40.50.360	SSF52218	NA	PF03358	NA	NA	NA	NA	NA	NA	NA	NA
PNP52890.1	NA	Coil	IPR002110	GO:0005515	NA	G3DSA:1.25.40.20;G3DSA:1.25.40.960	SSF48403	PS50088;PS50297	PF13637	SM00248	NA	NA	NA	PR01415	NA	PIRSF000654	NA
PNP57528.1	NA	Coil	IPR014729	GO:0003824;GO:0009058	cd02174	G3DSA:3.40.50.620	SSF52374	NA	PF01467	NA	NA	NA	TIGR00125	NA	NA	NA	NA
PNP55161.1	mobidb-lite	Coil	IPR024527	NA	NA	NA	NA	NA	PF12757	NA	NA	NA	NA	NA	NA	NA	NA
PNP47786.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49923.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP57171.1	mobidb-lite	NA	IPR013083		cd16527	G3DSA:3.30.40.10	SSF57850	PS50089	PF04757;PF13639	SM00184	PS00518	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA
PNP59162.1	mobidb-lite	NA	NA	NA	NA	G3DSA:2.120.10.70	SSF89372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP54630.1	NA	NA	IPR002347	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	PF13561	NA	NA	NA	NA	PR00081;PR00080	NA	NA	NA
PNP60098.1	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52874.1	mobidb-lite	NA	IPR005178	NA	NA	NA	NA	NA	PF03619	NA	NA	NA	NA	NA	NA	NA	NA
PNP56711.1	mobidb-lite	NA	IPR036259	GO:0055085	cd17327	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP51700.1	NA	NA	IPR038271	GO:0016021;GO:0022857;GO:0055085;GO:0016020	NA	G3DSA:1.10.4160.10	NA	NA	PF02133	NA	NA	NA	NA	NA	NA	PIRSF002744	NA
PNP55752.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP56527.1	mobidb-lite	NA	IPR012340	GO:0003910;GO:0005524;GO:0006281;GO:0006310;GO:0071897;GO:0003677;GO:0003909;GO:0051103	cd07969;cd07900	G3DSA:3.30.470.30;G3DSA:2.40.50.140;G3DSA:3.30.1490.70;G3DSA:1.10.3260.10	SSF50249;SSF56091;SSF117018	PS50160	PF04675;PF01068;PF04679	NA	PS00697	NA	TIGR00574	NA	NA	NA	NA
PNP52842.1	mobidb-lite	NA	IPR018839	NA	NA	NA	NA	NA	PF10383	NA	NA	NA	NA	PR01217	NA	NA	NA
PNP54045.1	NA	NA	IPR029058	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP56727.1	NA	NA	IPR013078	NA	NA	G3DSA:3.40.50.1240	SSF53254	NA	PF00300	NA	NA	NA	NA	NA	NA	NA	NA
PNP53735.1	mobidb-lite	Coil	IPR007149	GO:0006368;GO:0016570;GO:0016593	NA	NA	NA	NA	PF04004	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-201722|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	NA	NA	NA	NA	NA
PNP53895.1	NA	NA	IPR010640	NA	NA	NA	NA	NA	PF06772	NA	NA	NA	NA	NA	NA	NA	NA
PNP57468.1	mobidb-lite	NA	IPR016181	NA	NA	G3DSA:3.40.630.30	SSF55729	NA	PF13523	NA	NA	NA	NA	NA	NA	NA	NA
PNP57933.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60025.1	mobidb-lite	NA	IPR036291	GO:0055114;GO:0016491	cd08249	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF51735;SSF50129	NA	PF00107;PF08240	SM00829	NA	NA	NA	NA	NA	NA	NA
PNP49568.1	mobidb-lite	NA	IPR035979	GO:0003676	cd00590	G3DSA:3.30.70.330	SSF54928	PS50102	PF00076	SM00360	NA	NA	NA	NA	NA	NA	NA
PNP46473.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58826.1	NA	NA	IPR004443		NA	G3DSA:3.40.50.10260	SSF64153	PS51385	PF03853	NA	NA	MetaCyc: PWY-6938	TIGR00197	NA	MF_01966	NA	NA
PNP56498.1	mobidb-lite	NA	IPR038459		cd18089	G3DSA:3.40.1280.30	NA	PS51675	PF01746	NA	NA	MetaCyc: PWY-6829|MetaCyc: PWY-7285|MetaCyc: PWY-7286	NA	NA	NA	NA	NA
PNP47984.1	NA	NA	IPR004045	GO:0005515;GO:0004364	cd03190	G3DSA:3.40.30.130;G3DSA:1.20.1050.10	SSF47616;SSF52833	NA	PF13409;PF13410	NA	NA	NA	NA	NA	NA	PIRSF015753	SFLDG01148;SFLDG01206
PNP57879.1	NA	NA	IPR002523	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	G3DSA:1.20.58.340	SSF144083	NA	PF01544	NA	NA	NA	NA	NA	NA	NA	NA
PNP56125.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58824.1	NA	NA	IPR000537	GO:0016021;GO:0016765	cd13965	NA	NA	NA	PF01040	NA	NA	NA	NA	NA	NA	NA	NA
PNP51838.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52830.1	mobidb-lite	Coil	IPR003034	GO:0003676	cd12432	G3DSA:1.10.720.30	SSF68906;SSF54928	PS50800	PF02037	SM00513	NA	Reactome: R-HSA-111465	NA	NA	NA	NA	NA
PNP52012.1	NA	Coil	IPR004365	GO:0003676;GO:0000166;GO:0004812;GO:0005524;GO:0006418	cd04323	G3DSA:3.30.930.10;G3DSA:1.10.10.1430;G3DSA:2.40.50.140	SSF55681;SSF50249	PS50862	PF01336;PF00152	NA	NA	NA	NA	PR01042	NA	NA	NA
PNP58019.1	NA	NA	IPR015421	GO:0003824;GO:0030170;GO:0031071;GO:0044571	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	SSF53383	NA	PF00266	NA	PS00595	KEGG: 00730+2.8.1.7|MetaCyc: PWY-7250|Reactome: R-HSA-1362409|Reactome: R-HSA-947581	TIGR02006	NA	MF_00331	NA	NA
PNP53322.1	mobidb-lite	NA	IPR023395	NA	NA	G3DSA:1.50.40.10	SSF103506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60466.1	NA	NA	IPR008551	NA	NA	NA	NA	NA	PF05742	NA	NA	NA	NA	NA	NA	NA	NA
PNP52113.1	mobidb-lite	NA	IPR027417	GO:0003676;GO:0005524;GO:0003723;GO:0003724;GO:0005634	cd18787;cd17959	G3DSA:3.40.50.300	SSF52540	PS51195;PS51192;PS51194	PF00271;PF00270;PF08147	SM00490;SM00487;SM01123	PS00039	NA	NA	NA	NA	NA	NA
PNP53029.1	mobidb-lite	Coil	IPR011039	GO:0006367	NA	NA	SSF50916	NA	NA	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA	NA
PNP52930.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP54690.1	NA	NA	IPR018103	NA	NA	G3DSA:2.170.150.10	SSF51316	PS51797	PF00838	NA	PS01003	NA	NA	PR01653	NA	NA	NA
PNP56248.1	NA	NA	IPR017853	GO:0003824;GO:0004557;GO:0016052	cd14791	G3DSA:3.20.20.70;G3DSA:2.70.98.60;G3DSA:2.60.40.1180	SSF51445	NA	PF02065;PF16875;PF16874	NA	NA	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	NA	PR00743	NA	PIRSF005536	NA
PNP56704.1	NA	NA	IPR028116	NA	cd03805	G3DSA:3.30.429.10	SSF55331	NA	PF14832	NA	NA	NA	NA	NA	NA	NA	NA
PNP56642.1	mobidb-lite	NA	IPR037521	NA	NA	NA	NA	PS51834	PF11704	NA	NA	NA	NA	NA	NA	NA	NA
PNP59720.1	NA	NA	IPR012341	GO:0003824	NA	G3DSA:1.50.10.10	SSF48208	NA	PF07470	NA	NA	NA	NA	NA	NA	NA	NA
PNP45966.1	mobidb-lite	NA	IPR014001	GO:0005524;GO:0016817	cd18793;cd18067	G3DSA:1.20.120.850;G3DSA:3.40.50.300;G3DSA:3.40.50.10810	SSF52540	PS51192;PS51194	PF00176;PF00271;PF08658	SM00487;SM00490	NA	NA	NA	NA	NA	NA	NA
PNP49329.1	NA	NA	IPR022185	NA	NA	NA	NA	NA	PF12505	NA	NA	NA	NA	NA	NA	NA	NA
PNP49552.1	NA	NA	IPR000627	GO:0003824;GO:0006725;GO:0008199;GO:0055114;GO:0005506;GO:0016702;GO:0009712;GO:0018576	cd03461	G3DSA:2.60.130.10	SSF49482	NA	PF00775;PF04444	NA	NA	NA	NA	NA	NA	NA	NA
PNP55516.1	mobidb-lite	NA	IPR009057	GO:0003677;GO:0006313;GO:0015074	NA	NA	SSF46689	NA	PF01498	NA	NA	NA	NA	NA	NA	NA	NA
PNP57146.1	mobidb-lite	NA	IPR035437		NA	G3DSA:2.40.50.90	SSF50199	PS50830	PF00565	SM00318	NA	Reactome: R-HSA-6802952	NA	NA	NA	NA	NA
PNP50079.1	NA	NA	IPR036861	GO:0008061;GO:0005975;GO:0004553	cd00118;cd02878	G3DSA:3.10.50.10;G3DSA:3.20.20.80;G3DSA:3.10.350.10	SSF57016;SSF51445;SSF54556	PS51782	PF00704	SM00636	PS01095	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	NA	NA	NA	NA
PNP54165.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP50542.1	mobidb-lite	NA	IPR004014	GO:0008553;GO:0016021;GO:0120029;GO:0000166	cd02076	G3DSA:2.60.120.1500;G3DSA:1.20.1110.10;G3DSA:3.40.1110.10	SSF81653;SSF56784;SSF81665	NA	PF00690;PF00122;PF00702	SM00831	PS00154	Reactome: R-HSA-936837	TIGR01647;TIGR01494	PR00120;PR00119	NA	NA	SFLDF00027;SFLDG00002
PNP55414.1	NA	NA	IPR002113	GO:0005743;GO:0022857;GO:0055085;GO:0005347	NA	G3DSA:1.50.40.10	SSF103506	PS50920	PF00153	NA	NA	NA	NA	PR00927;PR00926	NA	NA	NA
PNP49375.1	mobidb-lite	NA	IPR003342	GO:0000030;GO:0006493;GO:0016020	NA	G3DSA:2.80.10.50	SSF82109	PS50919	PF02366;PF16192;PF02815	SM00472	NA	Reactome: R-HSA-5083629|Reactome: R-HSA-5083633|Reactome: R-HSA-5173105	NA	NA	NA	NA	NA
PNP55301.1	NA	NA	IPR029752	GO:0051287;GO:0055114	cd12169	G3DSA:3.40.50.720	SSF52283;SSF51735	NA	PF02826	NA	PS00065	NA	NA	NA	NA	NA	NA
PNP57993.1	NA	NA	IPR001045	GO:0003824;GO:0006595	cd02440	G3DSA:2.30.140.10;G3DSA:3.40.50.150	SSF53335	PS51006	PF01564;PF17284	NA	PS01330	KEGG: 00270+2.5.1.16|KEGG: 00330+2.5.1.16|KEGG: 00480+2.5.1.16|Reactome: R-HSA-351202	TIGR00417	NA	MF_00198	PIRSF000502	NA
PNP58581.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49465.1	NA	NA	IPR008754	GO:0008237	cd04275	G3DSA:3.40.390.10	SSF55486	NA	PF05572	NA	NA	Reactome: R-HSA-381426	NA	NA	NA	NA	NA
PNP55061.1	mobidb-lite	NA	IPR007174	GO:0004519;GO:0006364;GO:0090730	NA	NA	NA	NA	PF04031	NA	NA	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA
PNP51986.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60505.1	mobidb-lite	NA	IPR002867	NA	cd16625	G3DSA:1.20.120.1750;G3DSA:3.30.40.10	SSF57850	PS51873;PS50089	PF01485	SM00184;SM00647	PS00518	NA	NA	NA	NA	NA	NA
PNP58807.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP59571.1	NA	NA	IPR016181	GO:0008080	cd04301	G3DSA:3.40.630.30	SSF55729	PS51186	PF00583	NA	NA	NA	NA	PR01754	NA	NA	NA
PNP52472.1	NA	NA	IPR001806	GO:0003924;GO:0005525;GO:0007264	cd01870	G3DSA:3.40.50.300	SSF52540	PS51420	PF00071	SM00173;SM00174;SM00175;SM00176	NA	Reactome: R-HSA-194840	TIGR00231	PR00449	NA	NA	NA
PNP54264.1	mobidb-lite	NA	IPR004939	GO:0005680;GO:0031145	cd08366	G3DSA:2.60.120.260	SSF49785	PS51284	PF03256	SM01337	NA	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	NA	NA	NA
PNP50271.1	mobidb-lite	Coil	IPR038256	GO:0000166;GO:0003676;GO:0003887;GO:0006260;GO:0003677	cd05776;cd05532	G3DSA:1.10.3200.20;G3DSA:2.40.50.730;G3DSA:1.10.132.60;G3DSA:1.10.287.690;G3DSA:3.30.420.10;G3DSA:3.90.1600.10;G3DSA:3.30.70.2820	SSF56672;SSF53098	NA	PF03104;PF08996;PF00136;PF12254	SM00486	PS00116	Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183|Reactome: R-HSA-69205	TIGR00592	PR00106	NA	NA	NA
PNP55608.1	NA	NA	IPR016340	NA	NA	NA	NA	NA	PF09784	NA	NA	NA	NA	NA	NA	NA	NA
PNP49675.1	mobidb-lite	NA	IPR036640	GO:0005524;GO:0016021;GO:0016887;GO:0042626;GO:0055085	cd18577;cd03249;cd18578	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	SSF90123;SSF52540	PS50929;PS50893	PF00005;PF00664	SM00382	PS00211	NA	NA	NA	NA	NA	NA
PNP55833.1	NA	NA	IPR036291	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	PF13561	NA	NA	NA	NA	NA	NA	NA	NA
PNP50061.1	mobidb-lite	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	cd14125	G3DSA:1.10.510.10	SSF56112	PS50011	PF00069	SM00220	PS00107;PS00108	NA	NA	NA	NA	NA	NA
PNP58126.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP57920.1	mobidb-lite	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	PS00463	NA	NA	NA	NA	NA	NA
PNP56206.1	NA	Coil	IPR036928		NA	G3DSA:3.90.1300.10	SSF75304	NA	PF01425	NA	NA	KEGG: 00970+6.3.5.7	NA	NA	NA	NA	NA
PNP57119.1	mobidb-lite	Coil	IPR001708	GO:0016021;GO:0032977	NA	NA	NA	NA	PF02096	NA	NA	NA	NA	NA	NA	NA	NA
PNP47186.1	NA	NA	IPR000086	GO:0016787	cd03429	G3DSA:3.90.79.10	SSF55811	PS51462	PF00293;PF09296	NA	NA	KEGG: 00760+3.6.1.22|MetaCyc: PWY-5381|MetaCyc: PWY-7761	NA	NA	NA	NA	NA
PNP49671.1	NA	NA	IPR001736	GO:0003824	cd00138	G3DSA:3.30.870.10	SSF56024	PS50035	PF13091	SM00155	NA	Reactome: R-HSA-1483148	NA	NA	NA	NA	NA
PNP57177.1	NA	NA	IPR005336	GO:0005743;GO:0006850	NA	NA	NA	NA	PF03650	NA	NA	NA	NA	NA	NA	NA	NA
PNP55577.1	mobidb-lite	Coil	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067;cd12148	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	PS00463	NA	NA	NA	NA	NA	NA
PNP60221.1	NA	NA	IPR011332	GO:0006412;GO:0003735;GO:0005840	NA	G3DSA:2.20.28.120	SSF57829	NA	PF00471	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	TIGR01023	NA	NA	NA	NA
PNP60456.1	NA	NA	IPR040632	NA	NA	G3DSA:3.40.50.300	SSF52540	NA	PF17784	NA	NA	NA	NA	NA	NA	NA	NA
PNP49816.1	NA	NA	IPR036345		NA	G3DSA:3.30.230.70	SSF55666;SSF54211	NA	PF01138	NA	NA	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA
PNP50351.1	mobidb-lite	NA	IPR029044	NA	NA	G3DSA:3.90.550.20	SSF53448	NA	PF04488	NA	NA	NA	NA	NA	NA	NA	NA
PNP56743.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52929.1	NA	NA	IPR015590	GO:0016491;GO:0055114;GO:0016620	cd07091	G3DSA:3.40.605.10;G3DSA:3.40.309.10	SSF53720	NA	PF00171	NA	PS00687;PS00070	NA	NA	NA	NA	NA	NA
PNP55341.1	NA	NA	IPR002645	GO:0008272;GO:0015116;GO:0016021	cd07042	G3DSA:3.30.750.24	SSF52091	PS50801	PF00916;PF01740	NA	NA	NA	NA	NA	NA	NA	NA
PNP56455.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58194.1	mobidb-lite	NA	IPR029058	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF08538	NA	NA	NA	NA	NA	NA	NA	NA
PNP51413.1	NA	NA	IPR020846	GO:0016020;GO:0022857;GO:0055085;GO:0016021	cd17356	G3DSA:1.20.1250.20	SSF103473	PS50850	PF00083	NA	PS00217	Reactome: R-HSA-189200	TIGR00879	PR00171	NA	NA	NA
PNP56621.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58314.1	NA	NA	IPR012951	GO:0016491;GO:0050660;GO:0055114;GO:0071949	NA	G3DSA:3.30.43.10;G3DSA:3.30.465.10;G3DSA:3.40.462.20	SSF56176	PS51387	PF08031;PF01565	NA	NA	NA	NA	NA	NA	NA	NA
PNP50404.1	mobidb-lite	NA	IPR036047	GO:0005515	NA	NA	SSF81383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP48229.1	mobidb-lite	NA	IPR020557	GO:0003824;GO:0004018;GO:0009152	cd03302	G3DSA:1.20.200.10;G3DSA:1.10.275.10	SSF48557	NA	PF10397;PF00206	SM00998	PS00163	KEGG: 00230+4.3.2.2|KEGG: 00250+4.3.2.2|MetaCyc: PWY-6123|MetaCyc: PWY-6124|MetaCyc: PWY-7219|MetaCyc: PWY-7234|Reactome: R-HSA-73817	TIGR00928	PR00149	NA	NA	NA
PNP58969.1	NA	NA	IPR029063	GO:0008168	cd02440	G3DSA:3.40.50.150	SSF53335	NA	PF08241	NA	NA	NA	NA	NA	NA	NA	NA
PNP55056.1	NA	NA	IPR007905	GO:0016021;GO:0016125;GO:0047750	NA	NA	NA	PS51751	PF05241	NA	NA	NA	NA	NA	NA	NA	NA
PNP50810.1	mobidb-lite	Coil	IPR010640	NA	NA	NA	NA	NA	PF06772	NA	NA	NA	NA	NA	NA	NA	NA
PNP49451.1	mobidb-lite	NA	IPR001214	GO:0005515;GO:0005634;GO:0018024	NA	G3DSA:2.170.270.10	SSF82199	PS50280;PS51215;PS50868	PF00856;PF17907	SM00317;SM00508	NA	Reactome: R-HSA-3214841	NA	NA	NA	NA	NA
PNP58338.1	NA	NA	IPR015943	GO:0005515	NA	G3DSA:2.130.10.10	SSF50969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43231.1	mobidb-lite	NA	IPR025187	NA	NA	NA	NA	NA	PF13430	NA	NA	NA	NA	NA	NA	NA	NA
PNP52657.1	mobidb-lite	Coil	IPR021582	NA	NA	NA	NA	NA	PF11489	NA	NA	NA	NA	NA	NA	NA	NA
PNP49425.1	NA	NA	IPR007272	NA	NA	NA	NA	NA	PF04143	NA	NA	NA	NA	NA	NA	NA	NA
PNP53686.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52878.1	NA	NA	IPR003171	GO:0004489;GO:0006555;GO:0055114	cd00537	G3DSA:3.20.20.220	SSF51730	NA	PF02219	NA	NA	KEGG: 00670+1.5.1.20|KEGG: 00720+1.5.1.20|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	NA	NA	NA	NA	NA
PNP43220.1	NA	NA	IPR021765	GO:0043386	NA	NA	NA	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA
PNP51818.1	NA	NA	IPR023213	GO:0016747	NA	G3DSA:3.30.559.10	NA	NA	PF02458	NA	NA	Reactome: R-HSA-389661	NA	NA	NA	NA	NA
PNP55181.1	mobidb-lite	NA	IPR012462	NA	NA	G3DSA:3.90.70.130	NA	NA	PF07910	NA	NA	NA	NA	NA	NA	NA	NA
PNP49906.1	NA	NA	IPR011045	GO:0005515	NA	G3DSA:2.130.10.10	SSF50974	NA	NA	NA	NA	Reactome: R-HSA-114608	NA	NA	NA	NA	NA
PNP57692.1	mobidb-lite	NA	IPR029069	NA	NA	NA	SSF54637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP57250.1	NA	NA	IPR024607	GO:0003824;GO:0008484	cd16025	G3DSA:3.40.720.10;G3DSA:3.30.1120.10	SSF53649	NA	PF00884	NA	PS00149	NA	NA	NA	NA	NA	NA
PNP57237.1	NA	NA	IPR005828	GO:0016021;GO:0022857;GO:0055085	cd17356	G3DSA:1.20.1250.20	SSF103473	PS50850	PF00083	NA	NA	NA	NA	NA	NA	NA	NA
PNP56453.1	mobidb-lite	Coil	IPR001494	GO:0006886;GO:0008536	NA	G3DSA:1.25.10.10	SSF48371	PS50166	PF08389;PF03810	NA	NA	NA	NA	NA	NA	NA	NA
PNP53763.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
