Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	Coils	SUPERFAMILY	Gene3D	ProSiteProfiles	CDD	SMART	TIGRFAM	PRINTS	ProSitePatterns	PIRSF	SFLD	Hamap
OPB40975.1	NA	IPR002042	GO:0004846;GO:0006144;GO:0055114	KEGG: 00230+1.7.3.3|KEGG: 00232+1.7.3.3|MetaCyc: PWY-5691	PF01014	NA	SSF55620	G3DSA:3.10.270.10	NA	cd00445	NA	TIGR03383	PR00093	PS00366	PIRSF000241	NA	NA
OPB41048.1	mobidb-lite	IPR027417	NA	NA	NA	NA	SSF52540	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39041.1	mobidb-lite	IPR001680	GO:0005515	NA	PF00400;PF12937	NA	SSF50978;SSF81383	G3DSA:2.130.10.10	PS50082;PS50294;PS50181	cd00200	SM00320;SM00256	NA	PR00320	PS00678	NA	NA	NA
OPB37645.1	NA	IPR012878	GO:0003824	NA	PF07944	NA	SSF48208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41949.1	NA	IPR004046	GO:0005515	NA	PF00043;PF02798	NA	SSF47616;SSF52833	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	PS50405;PS50404	cd03048	NA	NA	NA	NA	NA	SFLDG01151;SFLDS00019	NA
OPB41201.1	NA	IPR029062		Reactome: R-HSA-3899300|Reactome: R-HSA-9613829|Reactome: R-HSA-9615710	PF01965	NA	SSF52317	G3DSA:3.40.50.880	NA	cd03139	NA	NA	NA	NA	NA	NA	NA
OPB46788.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	cd16946	NA	NA	NA	NA	NA	NA	NA
OPB37407.1	NA	IPR038607	NA	NA	PF09423	NA	SSF56300	G3DSA:3.60.21.70	NA	cd07389	NA	NA	NA	NA	NA	NA	NA
OPB39604.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36867.1	mobidb-lite	IPR036259	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17352	NA	NA	NA	NA	NA	NA	NA
OPB44881.1	NA	IPR002504	GO:0003951;GO:0006741;GO:0019674	KEGG: 00760+2.7.1.23|MetaCyc: PWY-5083|MetaCyc: PWY-7268|MetaCyc: PWY-7269|Reactome: R-HSA-196807	PF01513	NA	SSF111331	G3DSA:3.40.50.12540;G3DSA:2.60.200.30	NA	NA	NA	NA	NA	NA	NA	NA	MF_00361
OPB46738.1	NA	IPR000639	GO:0003824;GO:0033961	Reactome: R-HSA-211945	PF06441	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	PR00412	NA	PIRSF001112	NA	NA
OPB42629.1	mobidb-lite	IPR000210	GO:0005515	NA	PF00651	NA	SSF54695	NA	PS50097	cd18186	NA	NA	NA	NA	NA	NA	NA
OPB43561.1	NA	IPR016477		Reactome: R-HSA-163841	PF03881	NA	SSF56112	G3DSA:3.90.1200.10	NA	NA	NA	NA	NA	NA	PIRSF006221	NA	NA
OPB42779.1	NA	IPR002347	NA	NA	PF00106	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
OPB43139.1	mobidb-lite	IPR001650	GO:0004386;GO:0003676;GO:0005524	NA	PF07717;PF00270;PF00271;PF04408	NA	SSF52540	G3DSA:1.20.120.1080;G3DSA:3.40.50.300	PS51194;PS51192	cd18791;cd17973	SM00847;SM00490;SM00487	NA	NA	PS00690	NA	NA	NA
OPB43263.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	NA	SSF56112	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS50011	cd05574	SM00220	NA	NA	PS00108	NA	NA	NA
OPB37358.1	mobidb-lite	IPR008253	GO:0016020	NA	PF01284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46886.1	mobidb-lite	IPR003593	GO:0005524;GO:0016887	NA	PF07728	NA	SSF52540;SSF48403	G3DSA:1.25.40.20;G3DSA:3.40.50.300	PS50297	cd00009	SM00382	NA	PR00300	NA	NA	NA	NA
OPB39461.1	mobidb-lite	IPR034753	GO:0042578	NA	PF12456;PF02383	NA	NA	NA	PS51791;PS50275	NA	NA	NA	NA	NA	NA	NA	NA
OPB39947.1	NA	IPR005031		Reactome: R-HSA-611105	PF03364	NA	SSF55961	G3DSA:3.30.530.20	NA	cd07813	NA	NA	NA	NA	NA	NA	NA
OPB42324.1	mobidb-lite	IPR024368	NA	NA	PF12855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38100.1	NA	IPR000640	GO:0005525;GO:0003924	NA	PF00679;PF03144;PF00009;PF14492;PF03764	NA	SSF54980;SSF52540;SSF54211;SSF50447	G3DSA:3.90.1430.10;G3DSA:2.40.30.10;G3DSA:3.30.70.870;G3DSA:3.30.70.240;G3DSA:3.30.230.10;G3DSA:3.40.50.300	PS51722	cd01681;cd16261;cd04096;cd01885	SM00838;SM00889	TIGR00231	PR00315	PS00301	NA	NA	NA
OPB42138.1	mobidb-lite	IPR006909	GO:0005515	NA	PF04824;PF04825	NA	SSF46785	G3DSA:1.10.10.580	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42341.1	mobidb-lite	IPR000530	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01248	NA	SSF55315	G3DSA:3.30.1330.30	NA	NA	NA	NA	PR00972	PS01189	NA	NA	NA
OPB42348.1	NA	IPR005302	GO:0003824;GO:0030151;GO:0030170	KEGG: 00790+2.8.1.9|MetaCyc: PWY-5963	PF03473;PF03476	NA	SSF141673	NA	PS51340	NA	NA	NA	NA	NA	NA	NA	NA
OPB39037.1	NA	IPR002110	GO:0005515	NA	PF13606;PF12796;PF06985	NA	SSF48403	G3DSA:1.25.40.20	PS50088;PS50297	NA	SM00248	NA	PR01415	NA	NA	NA	NA
OPB45403.1	NA	IPR005352	GO:0016021	NA	PF03694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44530.1	NA	IPR006461	NA	NA	PF04749	NA	NA	NA	NA	NA	NA	TIGR01571	NA	NA	NA	NA	NA
OPB38217.1	mobidb-lite	IPR042560		Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	PF16528;PF08700	Coil	SSF74788;SSF50729	G3DSA:1.20.58.1220;G3DSA:1.20.58.1210;G3DSA:2.30.29.30	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39955.1	NA	IPR021276	NA	NA	PF11017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37956.1	mobidb-lite	IPR036322	GO:0005515;GO:0005524;GO:0006298;GO:0030983	NA	PF01119;PF00400;PF08676;PF13589	NA	SSF50978;SSF54211;SSF55874;SSF118116	G3DSA:2.130.10.10;G3DSA:3.30.565.10;G3DSA:3.30.230.10	PS50082;PS50294	cd16926;cd03484	SM01340;SM00853;SM00320	TIGR00585	NA	PS00058	NA	NA	NA
OPB38688.1	mobidb-lite	IPR013087	GO:0003676	NA	PF00096	NA	SSF57667	G3DSA:3.30.160.60	PS50157	cd12087	SM00355	NA	NA	PS00028	NA	NA	NA
OPB37868.1	mobidb-lite	IPR016195	GO:0003824;GO:0004526;GO:0008033	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	PF01876	NA	SSF89550	G3DSA:3.20.20.140	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42149.1	NA	IPR036649	GO:0000287;GO:0004427;GO:0005737;GO:0006796	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-71737	PF00719	NA	SSF50324	G3DSA:3.90.80.10	NA	cd00412	NA	NA	NA	PS00387	NA	NA	NA
OPB46334.1	NA	IPR002347	GO:0016491	NA	PF13561	NA	SSF51735	G3DSA:3.40.50.720	NA	cd05233	NA	NA	PR00080;PR00081	PS00061	NA	NA	NA
OPB43078.1	NA	IPR006687	GO:0005525;GO:0006886	NA	PF00025	NA	SSF52540	G3DSA:3.40.50.300	PS51422	cd00879	SM00177;SM00178	TIGR00231	PR00328	NA	NA	NA	NA
OPB43592.1	NA	IPR036291	NA	NA	PF13460	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40272.1	NA	IPR015424	GO:0003824;GO:0005737;GO:0006569;GO:0009435;GO:0030170;GO:0030429	KEGG: 00380+3.7.1.3|MetaCyc: PWY-5651|MetaCyc: PWY-6309|Reactome: R-HSA-71240	PF00266	NA	SSF53383	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	NA	NA	TIGR01814	NA	NA	PIRSF038800	NA	MF_01970
OPB40265.1	mobidb-lite	IPR001357	NA	NA	PF16589	NA	SSF52113	G3DSA:3.40.50.10190	PS50172	cd17719	SM00292	NA	NA	NA	NA	NA	NA
OPB42073.1	mobidb-lite	IPR009060	GO:0005515;GO:0005634;GO:0051028	Reactome: R-HSA-159236	PF03943	NA	SSF46934;SSF52058;SSF54427	G3DSA:3.10.450.50;G3DSA:1.10.8.10;G3DSA:3.80.10.10	PS51450;PS50177;PS51281	cd14342	SM00804	NA	NA	NA	NA	NA	NA
OPB36914.1	NA	IPR000182	GO:0008080	NA	PF00583	NA	SSF55729	G3DSA:3.40.630.30	PS51186	cd04301	NA	NA	NA	NA	NA	NA	NA
OPB37240.1	NA	IPR009006	GO:0003824;GO:0006596	NA	PF00278;PF02784	NA	SSF51419;SSF50621	G3DSA:2.40.37.10;G3DSA:3.20.20.10	NA	cd00622	NA	NA	PR01179;PR01182	PS00879;PS00878	NA	NA	NA
OPB45077.1	mobidb-lite	IPR019734	GO:0005515	KEGG: 00514+2.4.1.255|MetaCyc: PWY-7437|Reactome: R-HSA-3214847|Reactome: R-HSA-5689603	PF13181;PF13844;PF13432	NA	SSF48452	G3DSA:3.40.50.2000;G3DSA:1.25.40.10;G3DSA:3.40.50.11380	PS50005;PS50293	NA	SM00028	NA	NA	NA	NA	NA	NA
OPB43485.1	mobidb-lite	IPR032451	GO:0003677;GO:0005515	Reactome: R-HSA-3214858|Reactome: R-HSA-8939243	PF16495;PF00249;PF04433	Coil	SSF46689	G3DSA:1.10.10.10;G3DSA:1.10.10.60	PS50934;PS51293	cd02336;cd00167	SM00717	NA	NA	NA	NA	NA	NA
OPB42758.1	NA	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40402.1	NA	IPR029058	GO:0016787	NA	PF07859	NA	SSF53474	NA	NA	cd16954	NA	NA	NA	NA	NA	NA	NA
OPB45130.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37442.1	mobidb-lite	IPR032563		Reactome: R-HSA-3214847	PF16282	Coil	NA	G3DSA:1.10.10.60	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44442.1	mobidb-lite	IPR015267	GO:0019888;GO:0030289	Reactome: R-HSA-5693607	PF09184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45985.1	mobidb-lite	IPR021858	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39521.1	mobidb-lite	IPR042066	GO:0003676;GO:0032968;GO:0003677;GO:0006139	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955	PF14635;PF14632;PF14641;PF14633;PF00575;PF14639;PF17674	NA	SSF55550;SSF53098;SSF50249;SSF47781;SSF158832	G3DSA:1.10.10.2740;G3DSA:2.40.50.140;G3DSA:3.30.505.10;G3DSA:1.10.10.650;G3DSA:1.10.3500.10;G3DSA:1.10.150.850;G3DSA:3.30.420.140	PS50126	cd09918;cd09928	SM00252	NA	NA	NA	PIRSF036947	NA	NA
OPB45193.1	mobidb-lite	IPR004709	GO:0006814;GO:0006885;GO:0015385;GO:0016021;GO:0055085;GO:0006812;GO:0015299	Reactome: R-HSA-425986	PF00999	NA	NA	NA	NA	NA	NA	TIGR00840	PR01084	NA	NA	NA	NA
OPB45462.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38477.1	mobidb-lite	IPR001253	GO:0003743;GO:0006413;GO:0003723	NA	PF01176	NA	SSF50249	G3DSA:2.40.50.140	PS50832	cd05793	SM00652	TIGR00523	NA	NA	NA	NA	MF_00216
OPB45556.1	mobidb-lite	IPR001650	GO:0016817	NA	PF00271;PF18147;PF12513	NA	SSF52540	G3DSA:3.40.50.300;G3DSA:1.20.58.1080;G3DSA:1.20.272.40	PS51194;PS51192	cd17913;cd18805	SM00490	NA	NA	NA	NA	NA	NA
OPB40140.1	NA	IPR004001	NA	NA	PF00022	NA	SSF53067	G3DSA:3.30.420.40;G3DSA:3.90.640.10	NA	cd00012	SM00268	NA	PR00190	PS00406;PS01132;PS00432	NA	NA	NA
OPB44584.1	NA	IPR011701	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	NA	cd17322	NA	NA	NA	NA	NA	NA	NA
OPB36722.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43825.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36489.1	mobidb-lite	IPR035937	GO:0003676;GO:0003684;GO:0003906;GO:0006289;GO:0008270;GO:0016799;GO:0006284	Reactome: R-HSA-110328|Reactome: R-HSA-110329	PF06831;PF01149	NA	SSF81624;SSF46946	G3DSA:1.10.8.50;G3DSA:3.20.190.10	PS51068	cd08972	SM01232;SM00898	NA	NA	NA	NA	NA	NA
OPB45567.1	NA	IPR018189	GO:0004347;GO:0006094;GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|MetaCyc: PWY-8013|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263	PF00342	NA	SSF53697	G3DSA:3.40.50.10490;G3DSA:1.10.1390.10	PS51463	cd05015;cd05016	NA	NA	PR00662	PS00174;PS00765	NA	NA	MF_00473
OPB41098.1	NA	IPR020574	GO:0003735;GO:0005840;GO:0006412	NA	PF00380	NA	SSF54211	G3DSA:3.30.230.10	NA	NA	NA	NA	NA	PS00360	NA	NA	NA
OPB41076.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45249.1	mobidb-lite	IPR016522	GO:0006412;GO:0008168	NA	PF09243	Coil	SSF53335	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	PIRSF007797	NA	NA
OPB46984.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067;cd12148	SM00066	NA	NA	NA	NA	NA	NA
OPB40817.1	NA	IPR001509	GO:0003824;GO:0050662	NA	PF01370	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39714.1	NA	IPR007502	GO:0004386	NA	PF04408;PF00271;PF07717	NA	SSF52540	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	PS51192;PS51194	cd17980;cd18791	SM00490;SM00847;SM00487	NA	NA	PS00690	NA	NA	NA
OPB38499.1	mobidb-lite	IPR038630	NA	NA	PF01246	Coil	SSF57716	G3DSA:2.30.170.20;G3DSA:3.30.160.440	NA	cd00472	NA	NA	NA	PS01073	NA	NA	NA
OPB36628.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38757.1	NA	IPR002401	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	NA	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00463	PS00086	NA	NA	NA
OPB43278.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0035556;GO:0004674;GO:0007165;GO:0004697;GO:0009272	KEGG: 04070+2.7.11.13	PF00069;PF02185;PF00433;PF00130	Coil	SSF56112;SSF46585;SSF49562;SSF57889	G3DSA:1.10.287.160;G3DSA:1.10.510.10;G3DSA:3.30.60.20;G3DSA:3.30.200.20	PS50081;PS50011;PS51860;PS51285	cd00029;cd05570;cd08689;cd11620	SM00109;SM00133;SM00742;SM00220;SM00239	NA	NA	PS00107;PS00108;PS00479	NA	NA	NA
OPB39002.1	mobidb-lite	IPR000504	GO:0003676	Reactome: R-HSA-159236|Reactome: R-HSA-72187|Reactome: R-HSA-73856	PF00076	NA	SSF54928	G3DSA:3.30.70.330	PS50102	cd12418	SM00360;SM01218	NA	NA	NA	NA	NA	NA
OPB41697.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	NA	cd17352	NA	NA	NA	NA	NA	NA	NA
OPB38022.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43289.1	NA	IPR011701	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	PS50850	cd17476	NA	NA	NA	NA	NA	NA	NA
OPB41672.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067;cd12148	SM00066	NA	NA	PS00463	NA	NA	NA
OPB37962.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd12148;cd00067	SM00066;SM00906	NA	NA	PS00463	NA	NA	NA
OPB40324.1	NA	IPR029058	GO:0016787	NA	PF07859	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45217.1	NA	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	NA	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00385;PR00463	PS00086	NA	NA	NA
OPB43573.1	mobidb-lite	IPR017986	GO:0005515	NA	PF00400	NA	SSF50978	G3DSA:2.130.10.10	PS50294;PS50082	NA	SM00320	NA	PR00320	PS00678	NA	NA	NA
OPB42876.1	mobidb-lite	IPR006073	GO:0005525	NA	PF01926	Coil	SSF52540	G3DSA:3.40.50.300	NA	cd00882	NA	NA	NA	NA	NA	NA	NA
OPB44928.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38685.1	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39476.1	mobidb-lite	IPR019327	NA	NA	PF10180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45853.1	NA	IPR002347	NA	NA	PF00106	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
OPB39443.1	mobidb-lite	IPR001650	GO:0005524;GO:0005515	NA	PF00271;PF00176	Coil	SSF52540;SSF46934	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	PS51192;PS51194	cd17998;cd18793	SM00487;SM00490	NA	NA	NA	NA	NA	NA
OPB43956.1	NA	IPR006797	NA	NA	PF04707	Coil	NA	NA	PS50904	NA	NA	NA	NA	NA	NA	NA	NA
OPB44685.1	mobidb-lite	IPR036640	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	PF00664;PF00005	NA	SSF52540;SSF90123	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PS50929;PS50893	cd18578;cd18577	SM00382	NA	NA	PS00211	NA	NA	NA
OPB36281.1	NA	IPR017853	GO:0003824;GO:0004553;GO:0005975	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	PF16499;PF17801	NA	SSF51445	G3DSA:3.20.20.70	NA	cd14792	NA	NA	NA	NA	NA	NA	NA
OPB42255.1	mobidb-lite	IPR013783		Reactome: R-HSA-1445148|Reactome: R-HSA-1632852|Reactome: R-HSA-2151209|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-6804756|Reactome: R-HSA-9613354|Reactome: R-HSA-9619483	PF16561	NA	SSF81296	G3DSA:2.60.40.10	NA	cd02859	NA	NA	NA	NA	NA	NA	NA
OPB39569.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38457.1	mobidb-lite	IPR036612	GO:0003723;GO:0003676	NA	PF00013	NA	SSF54791	G3DSA:3.30.1370.10	PS50084	cd00105;cd02394	SM00322	NA	NA	NA	NA	NA	NA
OPB36120.1	NA	IPR015797	GO:0016787	NA	PF00293	NA	SSF55811	G3DSA:3.90.79.10	PS51462	cd02883	NA	NA	NA	PS00893	NA	NA	NA
OPB38383.1	NA	IPR006204	GO:0005524;GO:0004631	KEGG: 00900+2.7.4.2|MetaCyc: PWY-7391|MetaCyc: PWY-922	PF00288;PF08544	NA	SSF55060;SSF54211	G3DSA:3.30.70.890;G3DSA:3.30.230.10	NA	NA	NA	NA	NA	NA	PIRSF017288	NA	NA
OPB46071.1	NA	IPR017986	GO:0005515	NA	PF00400	NA	SSF50978	G3DSA:2.130.10.10	PS50294;PS50082	NA	SM00320	NA	NA	NA	NA	NA	NA
OPB47052.1	NA	IPR016024	GO:0043248;GO:0060090	NA	PF13001	Coil	SSF48371	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43562.1	mobidb-lite	IPR005024	GO:0007034	NA	PF03357	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45808.1	NA	IPR024079	GO:0008237;GO:0004222;GO:0006508	NA	PF01432	NA	SSF55486	G3DSA:3.40.390.10;G3DSA:1.20.1050.40;G3DSA:1.10.1370.10	NA	cd06455	NA	NA	NA	NA	NA	NA	NA
OPB42426.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41583.1	NA	IPR003152	GO:0005515;GO:0016301;GO:0004674	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PF00012;PF00454;PF08064;PF02259;PF02260	NA	SSF53067;SSF48371;SSF56112	G3DSA:3.90.640.10;G3DSA:1.10.1070.11;G3DSA:3.30.420.40;G3DSA:3.30.1010.10	PS51189;PS51190;PS50290	cd10229;cd00892	SM01343;SM00802;SM00146	NA	NA	NA	NA	NA	NA
OPB45105.1	mobidb-lite	IPR007109	NA	NA	PF04427	Coil	SSF52954	NA	PS50833	NA	SM00879	NA	NA	NA	NA	NA	NA
OPB38822.1	NA	IPR036928		KEGG: 00970+6.3.5.7	PF01425	NA	SSF75304	G3DSA:3.90.1300.10	NA	NA	NA	NA	NA	NA	PIRSF001221	NA	NA
OPB43818.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38462.1	mobidb-lite	IPR013964	GO:0008608;GO:0042729;GO:0072686	NA	PF08655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44908.1	NA	IPR029044	NA	NA	PF04488	NA	SSF53448	G3DSA:3.90.550.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40252.1	mobidb-lite	IPR001878	GO:0003676;GO:0008270	NA	PF14392;PF00098	NA	SSF57756	G3DSA:4.10.60.10	PS50158	NA	SM00343	NA	NA	NA	NA	NA	NA
OPB44902.1	NA	IPR002123	GO:0016746	NA	PF01553	NA	NA	NA	NA	NA	SM00563	NA	NA	NA	NA	NA	NA
OPB40645.1	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	NA	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00465	NA	NA	NA	NA
OPB43726.1	mobidb-lite	IPR011598	GO:0046983	NA	PF00010	Coil	SSF47459	G3DSA:4.10.280.10	PS50888	cd00083	SM00353	NA	NA	NA	NA	NA	NA
OPB46208.1	NA	IPR001806	GO:0003924;GO:0005525;GO:0007264	Reactome: R-HSA-194840	PF00071	NA	SSF52540	G3DSA:3.40.50.300	PS51420	cd01870	SM00173;SM00174;SM00175;SM00176	TIGR00231	PR00449	NA	NA	NA	NA
OPB36402.1	NA	IPR015421	GO:0003824;GO:0009058;GO:0030170	NA	PF00155	NA	SSF53383	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	cd00609	NA	NA	NA	NA	NA	NA	NA
OPB42970.1	NA	IPR005349	GO:0016020	NA	PF03647	NA	NA	G3DSA:1.20.58.1140	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36891.1	mobidb-lite	IPR007604	NA	NA	PF04516	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37793.1	mobidb-lite	IPR015381	GO:0005634;GO:0006302	Reactome: R-HSA-5693571	PF09302	Coil	NA	G3DSA:2.170.210.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39192.1	NA	IPR009072	GO:0046982;GO:0006366	NA	PF02269	NA	SSF47113	G3DSA:1.10.20.10	NA	cd07978	NA	NA	NA	NA	NA	NA	NA
OPB40404.1	NA	IPR023631		KEGG: 00970+6.3.5.7	PF01425	NA	SSF75304	G3DSA:3.90.1300.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36857.1	mobidb-lite	IPR007320	GO:0005737	NA	PF04194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41257.1	mobidb-lite	IPR008972	GO:0005507;GO:0016491;GO:0055114	NA	PF07731;PF00394;PF07732	NA	SSF49503	G3DSA:2.60.40.420	NA	cd13899;cd13851;cd13877	NA	NA	NA	PS00080;PS00079	NA	NA	NA
OPB46769.1	NA	IPR016443	GO:0005730;GO:0042254;GO:0003824	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF01137;PF05189	NA	SSF55205	G3DSA:3.65.10.20;G3DSA:3.30.360.20	NA	cd00875	NA	TIGR03400	NA	NA	NA	NA	NA
