Gene	MobiDBLite	interpro	GO	Gene3D	SUPERFAMILY	ProSiteProfiles	Pfam	SMART	Coils	CDD	ProSitePatterns	PRINTS	PATHWAY	TIGRFAM	Hamap	PIRSF	SFLD
PKK48941.1	NA	IPR020683	GO:0005515	G3DSA:1.25.40.20;G3DSA:3.40.50.300	SSF48403	PS50297;PS50088	PF05729;PF12796	SM00248	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51021.1	NA	IPR005545	NA	G3DSA:3.30.70.1060	SSF54909	NA	PF03795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43609.1	NA	IPR021858	NA	NA	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51175.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48265.1	mobidb-lite	IPR021858	NA	NA	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47765.1	NA	IPR010730	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54921.1	NA	IPR001248	GO:0016020;GO:0022857;GO:0055085	G3DSA:1.10.4160.10	NA	NA	PF02133	NA	NA	cd11482	NA	NA	NA	NA	NA	NA	NA
PKK42733.1	mobidb-lite	IPR011990	GO:0005515	G3DSA:1.25.40.10	SSF48452	PS50005;PS50293	PF13432	SM00028	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52622.1	NA	IPR001509	GO:0003824;GO:0050662	G3DSA:3.40.50.720	SSF51735	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51719.1	NA	IPR004853	NA	NA	NA	NA	PF03151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49696.1	NA	IPR015366	GO:0008236;GO:0006508;GO:0004252	NA	SSF54897;SSF52743	PS51695	PF09286	SM00944	NA	cd04056;cd11377	NA	NA	Reactome: R-HSA-381038	NA	NA	NA	NA
PKK55081.1	NA	IPR002220	GO:0016829;GO:0003824	G3DSA:3.20.20.70	SSF51569	NA	PF00701	SM01130	NA	cd00408	NA	PR00146	NA	NA	NA	PIRSF001365	NA
PKK51738.1	NA	IPR014314	GO:0000104;GO:0006099;GO:0045281;GO:0016627;GO:0016020	G3DSA:1.20.1300.10	SSF81343	NA	PF01127	NA	NA	cd03499	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-71403	NA	NA	PIRSF000178	NA
PKK45116.1	mobidb-lite	IPR005024	GO:0007034	NA	NA	NA	PF03357	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK50582.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK41245.1	mobidb-lite	IPR013087	GO:0003676	G3DSA:3.30.160.60	NA	NA	NA	SM00355	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
PKK41331.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43462.1	mobidb-lite	IPR020846	GO:0055085	G3DSA:1.20.1720.10	SSF103473	PS50850	PF07690	NA	NA	cd17502	NA	NA	NA	NA	NA	NA	NA
PKK51819.1	NA	IPR001853	GO:0015035	G3DSA:3.40.30.10	SSF52833	NA	PF01323	NA	NA	cd03024	NA	NA	Reactome: R-HSA-156590|Reactome: R-HSA-9033241	NA	NA	NA	NA
PKK44081.1	NA	IPR001806	GO:0003924;GO:0005525;GO:0007264	G3DSA:3.40.50.300	SSF52540	PS51420	PF00071	SM00173;SM00174;SM00175;SM00176	NA	cd01870	NA	PR00449	Reactome: R-HSA-194840	TIGR00231	NA	NA	NA
PKK53820.1	NA	IPR021851	NA	NA	NA	NA	PF11937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52936.1	NA	IPR006140	GO:0051287;GO:0055114;GO:0016616	G3DSA:3.40.50.720	SSF52283;SSF51735	NA	PF02826;PF00389	NA	NA	cd12169	PS00671	NA	NA	NA	NA	NA	NA
PKK45011.1	mobidb-lite	IPR013935		NA	NA	NA	PF08626	NA	NA	NA	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	NA
PKK50996.1	mobidb-lite	IPR021261	NA	NA	NA	NA	PF10998	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK51132.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK52426.1	NA	IPR039261	GO:0016491;GO:0055114	G3DSA:3.40.50.80;G3DSA:2.40.30.10	SSF52343;SSF63380	PS51384	PF00970;PF00175	NA	NA	cd06183	NA	PR00406;PR00371	Reactome: R-HSA-1237044	NA	NA	NA	NA
PKK50055.1	mobidb-lite	IPR035970	GO:0003735;GO:0005840;GO:0006412;GO:0022625	G3DSA:1.25.10.10;G3DSA:1.10.1200.240;G3DSA:1.10.1650.10	SSF48140;SSF48371	PS50077	PF13513;PF01280;PF12074	SM01416;SM01349	Coil	cd01417	PS00526	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	MF_01475	NA	NA
PKK50468.1	mobidb-lite	IPR019775	GO:0005515	G3DSA:2.130.10.10	SSF50978	PS50294;PS50082	PF00400	SM00320	NA	cd00200	PS00678	PR00320	NA	NA	NA	NA	NA
PKK51900.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK41519.1	mobidb-lite	IPR003347		G3DSA:2.60.120.650	SSF51197	PS51184;PS51183	PF02373	SM00558	NA	NA	NA	NA	Reactome: R-HSA-3214842	NA	NA	NA	NA
PKK46121.1	NA	IPR000182	GO:0008080	G3DSA:3.40.630.30	SSF55729	PS51186	PF00583	NA	NA	cd04301	NA	NA	NA	NA	NA	NA	NA
PKK50583.1	mobidb-lite	IPR001951	GO:0003677;GO:0046982	G3DSA:1.10.20.10	SSF47113	NA	NA	SM00417	NA	NA	NA	PR00623	NA	NA	NA	NA	NA
PKK43547.1	mobidb-lite	IPR013083	GO:0046872;GO:0061630	G3DSA:3.30.40.10	SSF57850	PS50089	PF00097;PF15906	SM00184	Coil	NA	PS00518	NA	Reactome: R-HSA-203754	NA	NA	PIRSF023577	NA
PKK46908.1	NA	IPR005668	GO:0003852;GO:0009098;GO:0019752;GO:0046912;GO:0003824	G3DSA:3.20.20.70;G3DSA:3.30.160.270	SSF51569;SSF89000;SSF110921	PS50991	PF08502;PF00682	SM00917	NA	cd07942	PS00815;PS00816	NA	KEGG: 00290+2.3.3.13|KEGG: 00620+2.3.3.13|MetaCyc: PWY-6871	TIGR00970	MF_00572	NA	NA
PKK53471.1	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	Coil	NA	NA	PR00463;PR00385	NA	NA	NA	NA	NA
PKK47350.1	mobidb-lite	IPR029021	GO:0006470;GO:0008138;GO:0016311;GO:0016791;GO:0004725	G3DSA:3.90.190.10	SSF52799	PS50056;PS50054	PF00782	SM00195	NA	cd14521;cd14516	PS00383	NA	NA	NA	NA	NA	NA
PKK49175.1	NA	IPR016181	GO:0008080	G3DSA:3.40.630.30	SSF55729	PS51186	PF00583	NA	NA	cd04301	NA	NA	NA	NA	NA	NA	NA
PKK51186.1	NA	IPR011009	GO:0004672;GO:0005524;GO:0006468	G3DSA:1.10.510.10	SSF56112	PS50011	PF00069	SM00220	NA	cd00180	NA	NA	NA	NA	NA	NA	NA
PKK43012.1	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	SSF57701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK42150.1	NA	IPR002347	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA
PKK42863.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:1.10.510.10;G3DSA:3.30.200.20	SSF56112	PS50011	PF00069	SM00220	Coil	cd14096	PS00108	NA	NA	NA	NA	NA	NA
PKK44167.1	NA	IPR016342	GO:0015031;GO:0030276;GO:0006886;GO:0016192;GO:0030117	G3DSA:1.25.10.10	SSF48371	NA	PF01602	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF002291	NA
PKK48597.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF04082	SM00066	NA	cd00067;cd12148	PS00463	NA	NA	NA	NA	NA	NA
PKK51087.1	NA	IPR005256	GO:0000162;GO:0004049;GO:0009058	G3DSA:3.60.120.10	SSF56322	NA	PF00425;PF04715	NA	NA	NA	NA	PR00095	KEGG: 00400+4.1.3.27|KEGG: 00405+4.1.3.27|MetaCyc: PWY-5958|MetaCyc: PWY-6661	TIGR00564	NA	NA	NA
PKK45456.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51184.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK46329.1	mobidb-lite	IPR025256	NA	NA	NA	NA	PF13886	NA	Coil	cd17352	NA	NA	NA	NA	NA	NA	NA
PKK41668.1	mobidb-lite	IPR020846	GO:0055085	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17352	NA	NA	NA	NA	NA	NA	NA
PKK45527.1	NA	IPR014752	GO:0006886	G3DSA:2.60.40.640	NA	NA	PF03643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54839.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	NA	cd00067;cd12148	NA	NA	NA	NA	NA	NA	NA
PKK52882.1	mobidb-lite	IPR000232	GO:0003700;GO:0006355;GO:0042025;GO:0043565	G3DSA:1.10.10.10	SSF46785	NA	PF00447	SM00415	Coil	NA	NA	PR00056	NA	NA	NA	NA	NA
PKK44604.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53812.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53980.1	mobidb-lite	IPR002355	GO:0005507;GO:0016491;GO:0055114	G3DSA:2.60.40.420	SSF49503	NA	PF07731;PF07732;PF00394	NA	NA	cd13899;cd13851;cd13877	PS00080;PS00079	NA	NA	NA	NA	NA	NA
PKK48260.1	NA	IPR011042	NA	G3DSA:2.120.10.30	SSF63829	NA	NA	NA	NA	cd17166	NA	NA	NA	NA	NA	NA	NA
PKK45784.1	NA	IPR015943	GO:0005515	G3DSA:2.130.10.10	SSF75011	NA	PF10282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK55035.1	mobidb-lite	IPR020846	GO:0055085;GO:0016021;GO:0022857	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17323	PS00216	NA	NA	NA	NA	NA	NA
PKK53142.1	NA	IPR001087	GO:0016788	G3DSA:3.40.50.1110	SSF52266	NA	PF00657	NA	NA	cd01846	NA	NA	NA	NA	NA	NA	NA
PKK44438.1	NA	IPR041504	GO:0016627;GO:0055114	G3DSA:1.20.140.10;G3DSA:2.40.110.20	SSF47203;SSF56645	NA	PF18158;PF02770;PF00441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45806.1	mobidb-lite	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SSF90123;SSF52540	PS50929;PS50893	PF00005;PF00664	SM00382	NA	cd18578;cd18577	PS00211	NA	NA	NA	NA	NA	NA
PKK52977.1	NA	IPR004046	GO:0005515	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	SSF47616;SSF52833	PS50405;PS50404	PF14497;PF13417	NA	NA	cd03048	NA	NA	NA	NA	NA	NA	SFLDS00019;SFLDG00358
PKK54212.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK46590.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45858.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47096.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	SSF57701	PS50048	PF04082;PF00172	NA	NA	cd00067;cd12148	NA	NA	NA	NA	NA	NA	NA
PKK54193.1	NA	IPR024222	GO:0016233;GO:0043047;GO:1990879	G3DSA:2.40.50.140	NA	NA	PF12658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK41848.1	NA	IPR001494	GO:0006886;GO:0008536	G3DSA:1.25.10.10	SSF48371	PS50166	PF03810;PF08389;PF08506	SM00913	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK50666.1	mobidb-lite	IPR000326	NA	G3DSA:1.20.144.10	SSF48317	NA	PF01569	SM00014	NA	cd03390	NA	NA	NA	NA	NA	NA	NA
PKK40923.1	mobidb-lite	IPR021858	NA	NA	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50173.1	mobidb-lite	IPR006186	GO:0016787	NA	SSF56300	NA	PF00149	SM00156	NA	cd07415	PS00125	PR00114	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	NA	NA	PIRSF033096	NA
PKK51771.1	NA	IPR020562	GO:0004637;GO:0009113;GO:0005524;GO:0046872	G3DSA:3.40.50.20;G3DSA:3.30.470.20;G3DSA:3.90.600.10;G3DSA:3.30.1490.20	SSF56059;SSF52440;SSF51246	PS50975	PF02844;PF02843;PF01071	SM01210;SM01209	NA	NA	PS00184	NA	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817	TIGR00877	NA	NA	NA
PKK41294.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52649.1	NA	IPR029062		G3DSA:3.40.50.880	SSF52317	NA	PF01965	NA	NA	cd03141	NA	NA	Reactome: R-HSA-3899300|Reactome: R-HSA-9613829|Reactome: R-HSA-9615710	NA	NA	NA	NA
PKK42664.1	NA	IPR016680	GO:0006120	NA	NA	PS51808	PF06747	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	PIRSF017016	NA
PKK49292.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	SSF57701	PS50048	NA	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA
PKK54447.1	mobidb-lite	IPR000462	GO:0008654;GO:0016020;GO:0016780	G3DSA:1.20.120.1760	NA	NA	PF01066	NA	NA	NA	PS00379	NA	NA	NA	NA	NA	NA
PKK53160.1	NA	IPR002347	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA
PKK45352.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48512.1	NA	IPR004046	GO:0005515	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	SSF47616;SSF52833	PS50405;PS50404	PF00043;PF13417	NA	NA	cd03048	NA	NA	NA	NA	NA	NA	SFLDG00358;SFLDS00019
PKK50550.1	NA	IPR002347	GO:0016491	G3DSA:3.40.50.720	SSF51735	NA	PF13561	NA	NA	cd05233	PS00061	PR00081	NA	NA	NA	NA	NA
PKK49984.1	NA	IPR027533	GO:0005783;GO:0030497;GO:0045703;GO:0016491	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	Coil	cd05356	PS00061	PR00081	KEGG: 00062+1.1.1.330|MetaCyc: PWY-5080|MetaCyc: PWY-5353|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-6958|MetaCyc: PWY-7035|MetaCyc: PWY-7036|MetaCyc: PWY-7049|MetaCyc: PWY-7053|MetaCyc: PWY-7592|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7606|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|MetaCyc: PWY-7726|MetaCyc: PWY-7727|MetaCyc: PWY-7728|MetaCyc: PWY-8041	NA	MF_03107	PIRSF000126	NA
PKK47784.1	NA	IPR037274	GO:0008270	NA	SSF161219	PS51266	PF05495	NA	NA	NA	NA	NA	Reactome: R-HSA-110320|Reactome: R-HSA-983168	NA	NA	NA	NA
PKK50955.1	NA	IPR010259		G3DSA:3.30.70.80	SSF54897	NA	PF05922	NA	NA	NA	NA	NA	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	NA	NA	NA	NA
PKK42838.1	NA	NA	NA	G3DSA:3.90.550.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50649.1	NA	IPR001627	GO:0005515	G3DSA:1.10.287.1130	SSF47072	PS51004;PS51808	PF08991	NA	NA	NA	NA	NA	Reactome: R-HSA-1268020	NA	NA	NA	NA
PKK46830.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK34585.1	NA	IPR001222	GO:0003676;GO:0006351;GO:0008270;GO:0042779	G3DSA:2.20.25.10	SSF57783	PS51133	PF01096;PF02150	SM00440;SM00661	Coil	cd10509	NA	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	PIRSF005586	NA
PKK38606.1	NA	IPR016040	GO:0003824;GO:0050662	G3DSA:3.40.50.720	SSF51735	NA	PF13460;PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51187.1	mobidb-lite	IPR006886	GO:0005634;GO:0006351	NA	NA	NA	PF04801	NA	NA	NA	NA	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	NA	NA
PKK52474.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF04082	SM00906;SM00066	Coil	cd00067;cd12148	PS00463	NA	NA	NA	NA	NA	NA
PKK50605.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44897.1	NA	IPR000330	GO:0005524	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	SSF52540	PS51192	PF00176	SM00487	NA	cd18793;cd18008	NA	NA	NA	NA	NA	NA	NA
PKK47079.1	NA	IPR000873	GO:0003824	G3DSA:3.40.50.12780	SSF56801	NA	PF00501	NA	NA	cd17639;cd05969	PS00455	NA	NA	NA	NA	NA	NA
PKK45298.1	NA	IPR002305	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004830;GO:0006436	G3DSA:3.40.50.620;G3DSA:1.10.240.10	SSF52374	NA	PF00579	NA	Coil	cd00806	PS00178	PR01039	KEGG: 00970+6.1.1.2	TIGR00233	NA	NA	NA
PKK44763.1	NA	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	NA	NA	PF04145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54423.1	NA	IPR001106	GO:0003824	G3DSA:1.10.275.10	SSF48557	NA	PF00221	NA	NA	NA	NA	NA	Reactome: R-HSA-70921	NA	NA	NA	NA
PKK43200.1	NA	IPR036640	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	SSF90123;SSF52540	PS50929;PS50893	PF00005;PF00664	SM00382	NA	cd03250;cd18579;cd18580	PS00211	NA	NA	NA	NA	NA	NA
PKK43192.1	NA	IPR027417	NA	G3DSA:3.40.50.300	SSF52540	NA	PF17784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44912.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54653.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54992.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47197.1	NA	IPR011400	GO:0003723;GO:0003743;GO:0005852;GO:0006413;GO:0031369;GO:0003676;GO:0005515	G3DSA:3.30.70.330;G3DSA:2.130.10.10	SSF82171;SSF54928	PS50102	PF08662	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	MF_03001	PIRSF036424	NA
PKK54092.1	mobidb-lite	IPR024771	NA	NA	NA	PS51673	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK44941.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK41127.1	mobidb-lite	IPR038340	GO:0003735;GO:0005761;GO:0006412	G3DSA:1.20.1280.190	NA	NA	PF06984	NA	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA
PKK43136.1	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	NA	NA	PF04082	SM00906	Coil	cd12148	NA	NA	NA	NA	NA	NA	NA
PKK41652.1	mobidb-lite	NA	NA	NA	NA	NA	PF13233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50956.1	mobidb-lite	IPR006977	GO:0016020	NA	NA	NA	PF04893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK42896.1	mobidb-lite	IPR014756		G3DSA:2.60.40.10	SSF81296	NA	PF16561	NA	NA	cd02859	NA	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-1632852|Reactome: R-HSA-2151209|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-6804756|Reactome: R-HSA-9613354|Reactome: R-HSA-9619483	NA	NA	NA	NA
PKK45519.1	NA	IPR004843	GO:0016787	NA	SSF56300	NA	PF00149	NA	NA	cd07383	NA	NA	NA	NA	NA	NA	NA
PKK34622.1	NA	IPR033749	GO:0008299	G3DSA:1.10.600.10	SSF48576	NA	PF00348	NA	NA	cd00685	PS00723;PS00444	NA	NA	NA	NA	NA	SFLDG01017;SFLDS00005
PKK41341.1	mobidb-lite	IPR001841	GO:0005515	NA	SSF50978	PS50089;PS50908;PS50294;PS50082	PF00400	SM00320	NA	cd16448	NA	NA	NA	NA	NA	NA	NA
PKK42622.1	mobidb-lite	IPR002625	GO:0005515	G3DSA:3.30.1370.110;G3DSA:1.10.8.10	SSF160443	PS51140;PS50828	PF02845	SM00463	NA	cd14279	NA	NA	NA	NA	NA	NA	NA
PKK49900.1	NA	IPR005025	GO:0016491;GO:0010181;GO:0003955	G3DSA:3.40.50.360	SSF52218	PS50902	PF03358	NA	NA	NA	NA	NA	KEGG: 00130+1.6.5.2|MetaCyc: PWY-7731|MetaCyc: PWY-7999	TIGR01755	NA	NA	NA
PKK45710.1	mobidb-lite	IPR014839	GO:0006357	NA	NA	NA	PF08728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK42163.1	NA	IPR031563	GO:0015098;GO:0015689	NA	NA	NA	PF16983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47539.1	mobidb-lite	NA	NA	NA	NA	NA	PF13376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48496.1	NA	IPR006103	GO:0004553;GO:0005975	G3DSA:3.20.20.80;G3DSA:2.60.120.260;G3DSA:2.60.40.10	SSF49303;SSF51445;SSF49785	NA	PF02836;PF02837;PF00703	NA	NA	NA	NA	NA	Reactome: R-HSA-6798695	NA	NA	NA	NA
PKK51919.1	NA	IPR039261	GO:0016491;GO:0055114;GO:0016020	G3DSA:3.40.50.80	SSF52343;SSF63380	PS51384	PF08030;PF08022	NA	NA	cd06186	NA	PR00466	NA	NA	NA	NA	NA
PKK47419.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK44160.1	NA	IPR042099	GO:0003824	G3DSA:3.40.50.12780;G3DSA:3.30.300.310	SSF56801	NA	PF13193;PF00501	NA	NA	cd05911	PS00455	NA	NA	NA	NA	NA	NA
PKK41088.1	mobidb-lite	IPR019626	NA	NA	NA	NA	PF10685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49444.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45217.1	mobidb-lite	IPR001356	GO:0003677;GO:0003676;GO:0006355	G3DSA:1.10.10.60;G3DSA:3.30.160.60	SSF46689	PS50071;PS50157	PF05920	SM00389;SM00355	NA	cd00086	PS00028	NA	NA	NA	NA	NA	NA
PKK41204.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48929.1	NA	IPR029063	GO:0008168	G3DSA:3.40.50.150	SSF53335	NA	PF08241	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA
PKK42363.1	NA	IPR002938	GO:0071949	G3DSA:3.30.9.30;G3DSA:3.50.50.60	SSF51905	NA	PF01494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47764.1	NA	IPR029058	GO:0016787	G3DSA:3.40.50.1820	SSF53474	NA	PF07859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51581.1	NA	IPR036663	GO:0003824	G3DSA:3.90.850.10	SSF56529	NA	PF01557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48056.1	NA	IPR029060	GO:0032040	G3DSA:3.40.50.1010	SSF88723	NA	PF04900	SM00670	Coil	cd09864	NA	NA	NA	NA	NA	NA	NA
PKK52243.1	NA	IPR008030		G3DSA:3.40.50.720;G3DSA:3.90.25.10	SSF51735	NA	PF05368	NA	NA	cd05251	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA
PKK47346.1	NA	IPR036639	GO:0004129	G3DSA:1.10.442.10	SSF81406	NA	PF02936	NA	NA	cd00922	NA	NA	NA	NA	NA	NA	NA
PKK49246.1	mobidb-lite	IPR036305	NA	NA	SSF48097	PS50132	PF00615	SM00315	NA	cd07440	NA	NA	NA	NA	NA	NA	NA
